iter	Logloss
217	0.07783266067
218	0.07765337678
219	0.07732392519
220	0.07693600618
221	0.07667870376
222	0.07644278203
223	0.07615272611
224	0.07583697763
225	0.07549868648
226	0.07514110947
227	0.07483092717
228	0.07454225712
229	0.07443015754
230	0.07426031444
231	0.07396618525
232	0.07362772708
233	0.07328557713
234	0.07293595514
235	0.07275438962
236	0.07253602971
237	0.07233297083
238	0.07203645238
239	0.07158999657
240	0.07138133525
241	0.07108027068
242	0.07099217483
243	0.07081981882
244	0.07061312521
245	0.07023574253
246	0.07000738731
247	0.06988657607
248	0.06956767841
249	0.06935732511
250	0.06902950868
251	0.06870263166
252	0.06845685796
253	0.06828775013
254	0.06807044926
255	0.06767437538
256	0.06744120679
257	0.06735567517
258	0.06708974816
259	0.06683729737
260	0.06675264027
261	0.06652275866
262	0.06636001509
263	0.06612573753
264	0.06601184152
265	0.06581252603
266	0.06549936992
267	0.06528835726
268	0.06517551378
269	0.06500391904
270	0.06479004508
271	0.06449777847
272	0.06431226785
273	0.06409100311
274	0.06391480189
275	0.06372863689
276	0.06345908419
277	0.06312734777
278	0.06303872982
279	0.0628403455
280	0.06256874881
281	0.06236237551
282	0.06223176417
283	0.06203636954
284	0.06173815162
285	0.06144306416
286	0.06121094012
287	0.06102478428
288	0.06076765533
289	0.06033263616
290	0.06016370076
291	0.05999219907
292	0.05984528013
293	0.05958548739
294	0.05930727572
295	0.05918127795
296	0.059080367
297	0.05884204919
298	0.05866351659
299	0.05861000415
300	0.05843546105
301	0.05823877167
302	0.05796086761
303	0.05778815445
304	0.05756295434
305	0.05736853731
306	0.05719110957
307	0.05703737096
308	0.05691468971
309	0.05663012577
310	0.05648315568
311	0.056261759
312	0.05594170476
313	0.05560630413
314	0.05533895936
315	0.05520433412
316	0.05500188219
317	0.05481284673
318	0.05471108433
319	0.05463058387
320	0.05448957626
321	0.05426005759
322	0.05413500885
323	0.0540176242
324	0.05381392813
325	0.05357727704
326	0.05339603391
327	0.0531733887
328	0.05299024581
329	0.05289732523
330	0.05269090759
331	0.05244985543
332	0.05224873384
333	0.05205511776
334	0.05190545611
335	0.05168930053
336	0.05145483835
337	0.05133228345
338	0.05125148299
339	0.05109691274
340	0.05101391123
341	0.05089255392
342	0.05083406591
343	0.05055892541
344	0.05045229582
345	0.05032467659
346	0.05016821206
347	0.05005904541
348	0.04994366394
349	0.04978800152
350	0.04954358581
351	0.04935887191
352	0.04914581986
353	0.04903212781
354	0.04894846763
355	0.04860082955
356	0.0484941661
357	0.04832578328
358	0.048162647
359	0.04798185546
360	0.04779448623
361	0.04762593762
362	0.0474345191
363	0.04728028828
364	0.04711064217
365	0.04705154719
366	0.0468737024
367	0.04676401034
368	0.04669550416
369	0.04662014869
370	0.04650835858
371	0.04638197145
372	0.04619023378
373	0.04608999898
374	0.04599016068
375	0.04584714476
376	0.04569800245
377	0.04548724342
378	0.0453481797
379	0.04519732833
380	0.04505911432
381	0.04498705994
382	0.04489752302
383	0.04476919505
384	0.04465751698
385	0.04452035462
386	0.04439033247
387	0.04431887993
388	0.04421592597
389	0.04408195526
390	0.04399723391
391	0.04387660792
392	0.04381713646
393	0.04372333454
394	0.04365363818
395	0.04346790624
396	0.04337734619
397	0.04312396627
398	0.04296034411
399	0.04283968229
400	0.04275176371
401	0.04258336627
402	0.04241578575
403	0.04236523456
404	0.04225899992
405	0.04220009372
406	0.04212288213
407	0.04205702069
408	0.0419295995
409	0.04180635723
410	0.04171560456
411	0.04157839903
412	0.04150287721
413	0.04143862453
414	0.04126370427
415	0.04107601323
416	0.04092976257
417	0.04084993603
418	0.04065226709
419	0.04050454014
420	0.04040456314
421	0.04033205214
422	0.0401953052
423	0.04004932076
424	0.03985870407
425	0.03980576767
426	0.03963605049
427	0.03954899071
428	0.03944726585
429	0.0393544348
430	0.03928200699
431	0.03917869755
432	0.03906062261
433	0.03899973425
434	0.03885956076
435	0.03871631221
436	0.0385523592
437	0.03847712946
438	0.03840047675
439	0.03831891325
440	0.03824127567
441	0.0381743175
442	0.03807370089
443	0.03794656101
444	0.03780655266
445	0.03772673662
446	0.03765774455
447	0.03750843532
448	0.0374179725
449	0.03734999041
450	0.03728389234
451	0.03721109991
452	0.03713805075
453	0.03704164858
454	0.03698592874
455	0.03694248897
456	0.03688762334
457	0.0368275371
458	0.03674633338
459	0.0367116553
460	0.03654923223
461	0.03649476978
462	0.03642372455
463	0.03631970391
464	0.0361548691
465	0.03600830285
466	0.03588455359
467	0.03585039877
468	0.0357663397
469	0.03570218825
470	0.03553992489
471	0.03549103933
472	0.03542301175
473	0.03533997575
474	0.0351994524
475	0.03507048922
476	0.03497341686
477	0.03485405217
478	0.03476635994
479	0.03467112496
480	0.03460825209
481	0.03451704368
482	0.03448430698
483	0.03439141577
484	0.03433109192
485	0.03418282788
486	0.03415229867
487	0.03404577418
488	0.03397718861
489	0.03390212454
490	0.03377498224
491	0.03373599146
492	0.03361901252
493	0.03350235303
494	0.03341607523
495	0.03335262641
496	0.03322762007
497	0.0331666207
498	0.03312459693
499	0.0330888528
500	0.03304878967
501	0.03293923128
502	0.0328742628
503	0.0327527807
504	0.03266098333
505	0.03257071137
506	0.03244899786
507	0.03240288316
508	0.03234213278
509	0.03229856372
510	0.03221235741
511	0.03216717332
512	0.03208284275
513	0.03197188092
514	0.03193381324
515	0.03189550904
516	0.03180126111
517	0.03173326463
518	0.03161701339
519	0.03153441947
520	0.03145308858
521	0.03136860887
522	0.03122204562
523	0.0311458084
524	0.0310947627
525	0.03101766917
526	0.03098098343
527	0.03086911136
528	0.03083141493
529	0.03068714135
530	0.03057966453
531	0.03045300211
532	0.03039025185
533	0.03024376699
534	0.03019755409
535	0.03016147093
536	0.03006974673
537	0.02996496725
538	0.02990204733
539	0.0298165151
540	0.02967022341
541	0.02962252425
542	0.02953481455
543	0.0294608332
544	0.02940779002
545	0.02935287451
546	0.02929433565
547	0.02922112169
548	0.02920750644
549	0.02915296343
550	0.02911888234
551	0.02902612644
552	0.02892721397
553	0.02888899072
554	0.02879577771
555	0.02876451553
556	0.02872812596
557	0.02866463259
558	0.02856983255
559	0.02851652381
560	0.02838875804
561	0.02834586588
562	0.02830784147
563	0.02822775265
564	0.0281716495
565	0.0281362007
566	0.02806651915
567	0.02801693883
568	0.02796773307
569	0.02782444906
570	0.02781276791
571	0.02776068666
572	0.0276403979
573	0.02755443373
574	0.0274657005
575	0.02741035733
576	0.02731097257
577	0.02723619919
578	0.02715977319
579	0.02709930083
580	0.0270879388
581	0.02702835771
582	0.0269561797
583	0.02692142534
584	0.02684276109
585	0.0267858906
586	0.02668607724
587	0.02659928071
588	0.02652127049
589	0.0264792668
590	0.02641442135
591	0.02638224582
592	0.02630888187
593	0.02627779296
594	0.02622830967
595	0.02613386928
596	0.0260914538
597	0.02604923528
598	0.02599618046
599	0.02594597683
600	0.02585773665
601	0.025824842
602	0.02571469217
603	0.02567611465
604	0.02560773124
605	0.02557893109
606	0.02550622566
607	0.02543826026
608	0.02536828313
609	0.02531782616
610	0.02523943582
611	0.02520309112
612	0.02515792098
613	0.02508693141
614	0.02505830207
615	0.02497586813
616	0.02496320332
617	0.02493168134
618	0.02492229474
619	0.02488762188
620	0.02479597898
621	0.02472725382
622	0.02467270951
623	0.02459856239
624	0.02455822071
625	0.02450255712
626	0.02442309027
627	0.02437965676
628	0.02422789943
629	0.02420163043
630	0.02413333441
631	0.02403635356
632	0.02396667138
633	0.02392235707
634	0.02388880699
635	0.02386015201
636	0.0237710568
637	0.02369877948
638	0.02366480152
639	0.02360589679
640	0.02359743757
641	0.02358938345
642	0.02352240589
643	0.02346845418
644	0.02339926671
645	0.02334229433
646	0.02326751096
647	0.02321631082
648	0.02315009575
649	0.02307995649
650	0.02303794646
651	0.02301590502
652	0.02298147519
653	0.02293627683
654	0.02290579624
655	0.02282256697
656	0.02279099563
657	0.02273942391
658	0.02266764629
659	0.02259967083
660	0.02255831106
661	0.02251654594
662	0.02248660423
663	0.02244386402
664	0.02240121093
665	0.02236965874
666	0.02228402391
667	0.02227725352
668	0.02227042532
669	0.02222189435
670	0.02216713262
671	0.0221333008
672	0.02208675493
673	0.0220475337
674	0.02198892025
675	0.02195112029
676	0.02189944133
677	0.02186221207
678	0.0217962518
679	0.02176280218
680	0.02172717125
681	0.02163087265
682	0.02159381182
683	0.02154532115
684	0.02153851177
685	0.0215322413
686	0.02148039649
687	0.02142626093
688	0.0213742689
689	0.02134714812
690	0.02132697338
691	0.02128389766
692	0.02123828458
693	0.02116336231
694	0.02111066051
695	0.02106670615
696	0.02100422155
697	0.02099806563
698	0.02096938582
699	0.02093322712
700	0.02088879855
701	0.02083664495
702	0.0207930992
703	0.02076422214
704	0.02071473873
705	0.020695778
706	0.02064310894
707	0.0206009324
708	0.02056949129
709	0.02052956697
710	0.02050052233
711	0.02045397788
712	0.02043578672
713	0.02043025466
714	0.02042479336
715	0.02039541825
716	0.02034389333
717	0.0203199596
718	0.02029239088
719	0.02027900697
720	0.02025966918
721	0.02021994788
722	0.0201742051
723	0.02015664059
724	0.0200812867
725	0.02001686991
726	0.01996746855
727	0.01994295419
728	0.01989458285
729	0.01986066303
730	0.01981033875
731	0.01974899263
732	0.01974395182
733	0.01971647701
734	0.01966833991
735	0.01964890375
736	0.01963228544
737	0.01958478949
738	0.01956637549
739	0.01953497425
740	0.01949008533
741	0.01945488484
742	0.01942591571
743	0.01938131084
744	0.01935574017
745	0.0193401244
746	0.0193094463
747	0.01928371036
748	0.01925974344
749	0.01925240076
750	0.01923376001
751	0.01921101155
752	0.01916364818
753	0.01911965268
754	0.0190836461
755	0.01905298469
756	0.01900854265
757	0.01900394091
758	0.01898658398
759	0.01895171907
760	0.01893320846
761	0.01885416939
762	0.01880907316
763	0.01876847431
764	0.01873435713
765	0.01871195673
766	0.01867590968
767	0.01866266261
768	0.01862340256
769	0.01857688127
770	0.01854469981
771	0.01850419553
772	0.01847201597
773	0.01839646015
774	0.01836557764
775	0.01833282099
776	0.01831081223
777	0.0182818911
778	0.01824788716
779	0.01823131732
780	0.01822191903
781	0.01820970226
782	0.01817612514
783	0.01813661709
784	0.01812052729
785	0.01811616907
786	0.01806377838
787	0.01800111786
788	0.01797915198
789	0.01794371668
790	0.01790522237
791	0.0178414621
792	0.0178199382
793	0.01780385974
794	0.01779962561
795	0.01775910033
796	0.01772840207
797	0.01769605261
798	0.01765677317
799	0.01762753138
800	0.01760653169
801	0.01758440707
802	0.01754842703
803	0.0175443321
804	0.01751950907
805	0.01748937952
806	0.01745988188
807	0.01743707091
808	0.01740895537
809	0.01739375758
810	0.01738969165
811	0.01736931172
812	0.01734909151
813	0.01732875844
814	0.01728912787
815	0.01727584446
816	0.01725194364
817	0.01724799538
818	0.01721277305
819	0.01718633837
820	0.01716624213
821	0.01713619422
822	0.01710930969
823	0.01707710577
824	0.01705602322
825	0.0170183647
826	0.01701455089
827	0.01698052606
828	0.01695353417
829	0.01690219958
830	0.01686682126
831	0.01686304607
832	0.0168253686
833	0.01678745901
834	0.01678375695
835	0.01676374824
836	0.01674160553
837	0.01670206517
838	0.01668448271
839	0.01666594708
840	0.01663780713
841	0.01658252344
842	0.01655487482
843	0.01654396254
844	0.01651702945
845	0.01650472351
846	0.01648182663
847	0.01646438746
848	0.01645860224
849	0.0164529056
850	0.01643160753
851	0.01641337663
852	0.0163844816
853	0.01635445988
854	0.01630719286
855	0.01628542736
856	0.01627165054
857	0.01625820194
858	0.0162402496
859	0.01620569044
860	0.01620224669
861	0.01618099484
862	0.01614842698
863	0.01612197836
864	0.01611263241
865	0.01607463006
866	0.01606112008
867	0.0160353236
868	0.01600827107
869	0.01598323452
870	0.01595774818
871	0.01593165621
872	0.01592829247
873	0.01591132848
874	0.0158987148
875	0.01585532903
876	0.01583167022
877	0.01581349473
878	0.01578282819
879	0.01576272712
880	0.01572606737
881	0.01566329719
882	0.01563210364
883	0.0155985915
884	0.01558213635
885	0.01556569134
886	0.01555362294
887	0.01551870174
888	0.01549928071
889	0.01549039988
890	0.01546847181
891	0.01542323072
892	0.0154109783
893	0.0153903315
894	0.01536182824
895	0.0153537681
896	0.0153101299
897	0.01528290299
898	0.01526689836
899	0.01523268258
900	0.01519911001
901	0.0151673336
902	0.01512749534
903	0.01511678462
904	0.01510738586
905	0.01509451498
906	0.01507631321
907	0.01503536441
908	0.0150244615
909	0.01498875002
910	0.01498563343
911	0.01496290322
912	0.01494289217
913	0.01493250488
914	0.01491663393
915	0.01490230371
916	0.01489082632
917	0.01487599171
918	0.01485227645
919	0.01480161179
920	0.01479859021
921	0.01477187369
922	0.01472912501
923	0.01471331965
924	0.0146873051
925	0.01464890243
926	0.0146437803
927	0.01462208649
928	0.01461184735
929	0.01458159635
930	0.01456706375
931	0.01454204406
932	0.01451653015
933	0.01448553655
934	0.01446167613
935	0.0144587824
936	0.01442162863
937	0.01439601996
938	0.01438602613
939	0.01436731498
940	0.01435124814
941	0.01434840578
942	0.01433036148
943	0.01430527616
944	0.01429075115
945	0.01428802411
946	0.01426618756
947	0.01425669036
948	0.01424150714
949	0.014238795
950	0.01422605639
951	0.01420922193
952	0.01419450274
953	0.01418089626
954	0.01417153865
955	0.01416267368
956	0.01415999641
957	0.01412424646
958	0.01410907728
959	0.0140949523
960	0.01407530389
961	0.01407269718
962	0.01406622692
963	0.01405823665
964	0.01404340946
965	0.01401899646
966	0.01400483681
967	0.01398138472
968	0.01396740152
969	0.01395173875
970	0.013939829
971	0.01390799981
972	0.01388905075
973	0.01386414686
974	0.01384879589
975	0.01383281745
976	0.01381891569
977	0.01381641841
978	0.01379245162
979	0.01378156241
980	0.01375194153
981	0.01373010487
982	0.01370693016
983	0.01369898134
984	0.01366482883
985	0.01365915051
986	0.0136307101
987	0.01360053666
988	0.01358798976
989	0.01357963553
990	0.01355210696
991	0.01354658923
992	0.01353342378
993	0.0135260399
994	0.01351321372
995	0.0135038403
996	0.01348947471
997	0.01346901597
998	0.01344588209
999	0.01341303796
